step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.017468464747630138,1.05,1.3911289131768008,0.04689797109183649,0.05761918415494262
1,0.007640240288295337,0.9484573560330031,1.240249002049381,-0.0032824281222787093,-0.004347735563801494
2,0.007639374390216522,0.9497511977625454,1.2423212563583188,0.0009008004406675073,0.0029663584349050756
3,0.0076384586957222965,0.9494835512753647,1.241474546455512,0.00011544791217807686,0.001562448206168873
4,0.007637787280904215,0.9495634252134988,1.2404655298052933,-0.001041560133692053,-0.0005308167085024754
5,0.0076375207035994435,0.949839275745664,1.2405291854378437,-0.0005451881318824933,0.0002094756970110077
6,0.0076371944824490225,0.9506419470558839,1.2401761257079458,-0.00028376355586160786,0.0006075458927224105
7,0.007635536500298974,0.9591691386486112,1.2356870968580902,-0.00030811003456583034,0.0002029681251803743
8,0.007634956002066664,0.9654302910124257,1.2324489820115208,-0.0002689133979872889,-6.331988931379973e-05
9,0.007634787356786991,0.9697275409799545,1.2302916577548741,0.00036135659163169607,0.0007904310434046994
10,0.0076347873668257665,0.9697275409799545,1.2302916577548741,0.00036135650305550455,0.0007904308207213073
