step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.007764575670932274,0.985101290775005,1.2728536796361347,0.1589438276713287,0.2764470623931802
1,0.0038723617626310602,0.9778005775930291,1.2539075234588153,0.11788189757371856,0.21204129370558492
2,0.0004895052249223792,0.9693511793293507,1.227325325102144,0.0402203284720415,0.07672813482703408
3,0.00020072650190066272,0.9651496030172818,1.2121520848867342,-0.020595567775991593,-0.03830807137298804
4,0.000124064536884321,0.9665846739885392,1.2171984638548192,0.0015487262633929787,0.004341180384819948
5,0.00012314506779882953,0.966505997081464,1.2166735418923804,-0.0005206979371251605,0.0003827878362285622
6,0.00012310719875162002,0.966567431634133,1.2166010122012256,-0.0006652120225148091,9.764614305468751e-05
7,0.0001228604410469153,0.9671502865399164,1.2161374532253906,-0.0012144494667553703,-0.0010312118840800349
8,0.00012241941579415187,0.9684609358618518,1.2152961800398179,-0.0017151060781231196,-0.0021620820212330484
9,0.00012156070070696456,0.9715591435383845,1.213545192830536,-0.0020399134073013857,-0.003188772480370087
10,0.00012066667182098557,0.9754560020239769,1.211594942167742,-0.0015498406868864007,-0.0027437015682841353
11,0.00012019422526615139,0.9776666486413426,1.2107079518905215,-0.0004826245790631546,-0.000954051468874513
12,0.00012011720467651608,0.9777195799972448,1.2107996954222484,-4.4050985914718694e-05,-0.00010842982498734054
13,0.0001201075167710599,0.977569307291535,1.2108921540939992,1.599546608826042e-06,-7.806984969613642e-07
