step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.029256179845084676,0.9832183298140876,1.2662602257139386,0.19761197882732093,0.3246901812156888
1,0.023459680661024895,0.9735259173779819,1.2427162193087564,0.14694066448448384,0.24441192764879863
2,0.018908610569196304,0.9606464469945767,1.2093487098858535,0.031590277244429504,0.035259731762935925
3,0.018865773603277996,0.956798726348019,1.2039002401692274,0.0003503436404218123,-0.025458376328604947
4,0.018827784694730083,0.9567903617706535,1.2061668206205858,0.010308196710300963,-0.0058015146130222395
5,0.01880681340306395,0.9552405191004328,1.2076252898984048,0.013109896007640637,-0.00010015084649306338
6,0.01865816733781684,0.9382859651229355,1.2195462807202888,0.025698261283328125,0.02612461890621609
7,0.01842594457575232,0.9,1.2427838121734396,0.03576498845372038,0.04810329753619274
8,0.018372964351728274,0.9,1.2407990506693538,0.027838232713300656,0.033799108287958304
9,0.01833328388136434,0.9,1.2361092938548845,0.008038712200171477,-0.002390795603167642
10,0.01833199144257401,0.9,1.2364191109244653,0.00939560395354188,0.00010967987306941158
11,0.018331991431161855,0.9,1.2364191104951825,0.009395599990376684,0.00010967279197053679
