step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.06133290471574676,0.9802543478481713,1.2558923519616096,0.24482181667184177,0.4566217445489723
1,0.050816200462097665,0.9699015588681736,1.2255153090242605,0.16148568996121326,0.3240962894248718
2,0.044718005025835735,0.962289351713697,1.1933567712680853,0.016375684043309913,0.05217227960035266
3,0.0445764209325901,0.9618656724754185,1.1869543972116816,-0.02243620478857409,-0.026797836429232804
4,0.04457057840964824,0.9625570426768988,1.1889075682494148,-0.008297879913179864,0.0021190744073019963
5,0.04448971155277969,0.9748200738614502,1.184072304741475,2.4813135112601494e-05,0.016927166006333663
6,0.044173649264452525,1.0331495137467024,1.1567956636355676,0.0077028720761027295,0.02323897312239392
7,0.044133144738062194,1.0360887450848324,1.1531695454290154,-0.0053585312437798086,-0.005888589168167549
8,0.044101105845090555,1.05,1.1473501712945753,-0.001048124734238202,0.001035258626032546
9,0.04410069378429189,1.05,1.1472695806500224,-0.0015260338309413127,-2.9716421927152015e-05
10,0.044100693783506895,1.05,1.1472695806527933,-0.0015260338086353197,-2.9716378678892874e-05
