step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.011915540281894007,0.9851602366356979,1.2730617744017727,0.1541088671429478,0.27195356000212845
1,0.008165741325932944,0.9781139081977536,1.2544516998277395,0.11431664202242636,0.2098120799285958
2,0.0048246658551835105,0.9700964015444328,1.2277687119445262,0.037895230129602095,0.07704713857465001
3,0.0045223830922624594,0.9664443459256827,1.2120975727356134,-0.022969613873079574,-0.038091451402282005
4,0.004447855843703464,0.9679464150918823,1.2172166170077077,-0.0006349256312688941,0.004933079762829695
5,0.004445774874285911,0.9680862071527103,1.216579279125229,-0.0026603019856004913,0.0010310574581428346
6,0.0044442576265496464,0.9685609057151031,1.2160691681718925,-0.0035794981174808857,-0.0007961035538280965
7,0.004438255566704238,0.971242653999755,1.2140123521097257,-0.005802945269280503,-0.005437352732482925
8,0.004427286132590548,0.9774332696198286,1.210103294428065,-0.007951896256674768,-0.010463946520196526
9,0.004408155892527913,0.9904999207472309,1.2028613017328005,-0.009054804332020022,-0.014502059647467447
10,0.004387850581326857,1.0062352334677118,1.195271924788237,-0.0066830557461635244,-0.01202505666245935
11,0.004376875702883877,1.0159813056113662,1.191550512833142,-0.0019295954170170482,-0.003764438967541555
12,0.004375871854267043,1.0172765048846095,1.191385908871351,-0.00013752807344381357,-0.0003043886584148132
13,0.004375862161315216,1.0171284909244227,1.1914995701279754,-2.256365232616679e-06,-1.1409004305327347e-05
14,0.00437586216099711,1.0171284777379839,1.1914995771272263,-2.2554592409994474e-06,-1.1405471320692466e-05
