step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.006708933380982289,0.98344224926244,1.2377847535702142,0.08520888629525068,0.14892184665338104
1,0.004179050772920764,0.9694980104409412,1.206149827449397,-0.05801238271794203,-0.10529271185993953
2,0.003789702430231675,0.9722607270220205,1.2125839062613575,-0.008499080567618493,-0.01052288967159858
3,0.0037843797784939803,0.972755274626538,1.2132877059074303,-0.000822331403683349,0.00253391444745145
4,0.0037841841690474656,0.9728059580572875,1.2131524683689012,-0.0034635385605030697,-0.0029374578747330933
5,0.0037839069463604658,0.9729496642069317,1.2131236187227992,-0.0019110483600249658,-5.8163101502848734e-05
6,0.0037789218801196987,0.9769705706052316,1.211429571714411,0.0015487702871917427,0.005965941850483141
7,0.0037764065486549127,0.9820979323926533,1.20912871267446,0.007272543754199195,0.01604146349629004
8,0.0037641538205405852,0.9875400517392497,1.2058486302432116,0.003240109609399189,0.008804988375780393
9,0.003759753700043868,0.989363154868752,1.2039110557395585,-0.004738906554573447,-0.0079369288191656
10,0.0037543433989738334,1.00178966350725,1.1981020744293407,0.00023775518103762183,0.00032381510084732146
11,0.0037543434000940827,1.00178966350725,1.1981020744293407,0.00023775732546103454,0.00032381871265067526
