step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.007646470578604031,0.9852422565836337,1.2733459367717501,0.15497844455633125,0.2707929140045994
1,0.003920430823129009,0.9780928539657143,1.254685213436058,0.11508346775401838,0.208328682661475
2,0.0006278451776336445,0.9697328426572069,1.2278942220871096,0.038172578457330186,0.07456992156829466
3,0.00036716056215337154,0.965807991420455,1.2128293284251044,-0.020707823067888202,-0.0366319620279731
4,0.0002894803299176223,0.9672395154907912,1.2177648835412271,0.0005988825529165344,0.004326792158784248
5,0.00028897631216997746,0.9672500644537279,1.21721708368601,-0.0013430466089157265,0.0006080397596721541
6,0.00028880316691685444,0.96742408545681,1.2170328314884087,-0.00166857038682756,-3.714770580308304e-05
7,0.0002873311106661087,0.9691498871322746,1.2157226522419782,-0.0030439050374855806,-0.002892528680827908
8,0.0002845855723061574,0.9727367650105511,1.2134824598277452,-0.0041843765599736404,-0.0055485220857155355
9,0.00027915793369759345,0.9806507556156421,1.209113182583414,-0.004717849158645099,-0.007613596831805861
10,0.0002734081375082333,0.989437764402316,1.2048718218473966,-0.003248454578864124,-0.005877069998330928
11,0.0002703669052615085,0.9938527948639845,1.2032190994242378,-0.0008544416349179663,-0.001718738705669827
12,0.00026992441960222704,0.9938702919999287,1.2034331034116321,-5.611509188183371e-05,-0.00014605586593520133
13,0.00026990116974775645,0.9936312010713773,1.203574969921464,3.458664820222765e-06,7.703894095252226e-07
