step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.014491746676450049,0.9757606433479313,1.2020657837063224,0.0168517903326314,0.04041726076278564
1,0.014237326715330094,0.9708676258007028,1.1907654637291778,0.002885266069859393,0.015466026658123577
2,0.014225361879546603,0.9701326252735432,1.1836065671361236,-0.005925100284810431,-0.0014699597873249117
3,0.014213925305241312,0.9718065216192665,1.1836142786385548,-0.005032908940335633,0.0003706655020460441
4,0.014131618939465304,0.9917757485139113,1.1785102186488108,0.0011083463562529382,0.011932648132554789
5,0.01402987913664792,1.0200119293888172,1.166865722404802,0.004760870898459326,0.0187825367829947
6,0.013980035848995452,1.022343964031009,1.16065121656238,-0.0012348512283001656,0.007589044145098197
7,0.01397716266063226,1.0225230565559817,1.1599346711475678,-0.0019371056347821485,0.00639422065712633
8,0.01397510549293408,1.0226761631825907,1.1593220947639877,-0.0024242540627401037,0.005500500373968842
9,0.013973846034115195,1.0228098963023875,1.1587870313725175,-0.00286135761017177,0.0045124799139887786
10,0.013973003267706556,1.0233344337543095,1.1566904283703192,-0.0049998552567898005,0.0002197229969398743
11,0.013973003263951372,1.0233344343287973,1.1566904260717608,-0.00499985441433725,0.00021972505631274878
