step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.00763535499324662,0.9832488690014602,1.2309387848155822,0.061349564056665445,0.10438786403658078
1,0.00639987425997062,0.9713630147133795,1.2067479398669168,-0.018932120342516606,-0.03905547667625796
2,0.0063354029683014915,0.9741355474267753,1.2133514238867162,0.00888128442245403,0.01156343583931932
3,0.006317803287067418,0.9732108288280604,1.2118645677106925,0.002940973822283862,0.0009875243817728556
4,0.0063164613455903565,0.9727566342182841,1.2117236982576154,0.0009341072405204133,-0.0024342505946474504
5,0.006313456650665906,0.9708311268521568,1.2127341275790817,0.0004053081946423511,-0.002934797537722781
6,0.006296472164977168,0.9554391163375513,1.2215114283618167,0.00048059770798989016,-0.001493548379414923
7,0.006291869131711885,0.927733887477795,1.2371871367583618,-0.0020892614078567113,-0.004052884481341859
8,0.006291856679944701,0.9216105517681945,1.2411286824753314,-0.002823246894669189,-0.005129104024860517
9,0.006291760790116,0.9215749090947938,1.241316750671303,-0.0021964119057021033,-0.004131976733943672
10,0.006291760790052171,0.9215749088886417,1.241316751383765,-0.0021964121124222547,-0.0041319770983264245
