step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.008729799846823483,0.9873302201695828,1.2316375842621032,0.028390710175764954,0.05990129628890821
1,0.00814904505525178,0.9792618220070616,1.2140847294929427,-0.002297008792407445,0.005714773345492037
2,0.008141675705573016,0.9800158400789065,1.2121485192687251,-0.005423141925026739,0.00033307540147583126
3,0.008126467877516771,0.9831015153719775,1.209476447566599,-0.007707765319464058,-0.004181554347619753
4,0.008047882239602202,1.0012960430849354,1.1974759304383675,-0.011378100851146856,-0.012607772873563586
5,0.007912348171138858,1.0457532731606518,1.1714984023868324,-0.01691948388295518,-0.02734647713853773
6,0.007850421352364296,1.05,1.1718061673008262,-0.013157581539404982,-0.01950889649734329
7,0.007820208720135996,1.05,1.1773981753224294,-0.002290307055211272,0.003054190206862542
8,0.007817157953459053,1.05,1.1759845366270636,-0.003749916544806832,0.0002393206270525851
9,0.00781715757057971,1.05,1.1759819050339668,-0.0037984375371738115,0.00010801522008662334
