step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.02253130974971741,1.0070515049455229,1.26102706249066,0.018714432957946024,0.045531994345929167
1,0.02150591622530428,0.9928886954462033,1.2287714982699298,0.013039066114936701,0.037695975560955136
2,0.0210984469024953,0.9902858247662492,1.2118172695827691,0.007147582700651153,0.02817284281772774
3,0.020953291954167022,0.9954245629042678,1.1565279170083018,-0.019288630083785164,-0.024408836791144885
4,0.020645413212611086,0.9992160410643467,1.1784024035097769,-0.005159661187944235,0.005123610083633849
5,0.020601230336864902,1.0051205321510732,1.1724449571606173,-0.008173510213452619,-0.0009879623683963046
6,0.020322989005893848,1.05,1.1427616018588562,-0.012022536855633174,-0.009630943005785961
7,0.020296114076023507,1.05,1.1453745300432077,-0.011405093248487035,-0.008441263218761524
8,0.020263704496815773,1.05,1.152307082226076,-0.006276375467867773,0.002892005050579837
9,0.02026325639967843,1.05,1.151841014905763,-0.00641158365982266,0.002489777189211609
10,0.020263224635831908,1.05,1.1517165032380703,-0.006689881399166932,0.0018678895974734463
11,0.02026320359110083,1.05,1.151543920374822,-0.006810766713193778,0.0016511949363323267
12,0.020263203591238767,1.05,1.151543920374822,-0.006810766712984869,0.0016511949281852868
