step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.056538948003017446,0.9823867742352365,1.263355199882825,0.17457073283340804,0.3546884169878957
1,0.05001995348957267,0.9745899800954257,1.238138392162706,0.1192478449276115,0.26851165095098817
2,0.04497617572365831,0.9688382861320246,1.202060969509412,-0.0016885878189003105,0.04659129777227438
3,0.04484411198929402,0.9707729036060936,1.1934761443228734,-0.03598345875536242,-0.022796352930089688
4,0.04477776065986536,0.9727978925546263,1.1942924530103538,-0.027168745096503417,-0.005079382735097067
5,0.0445536220927508,0.9838888070354294,1.1921137236836847,-0.011576064756742303,0.025274746662535555
6,0.0439429482432983,1.0208547048078274,1.1791684849561703,0.010517313682348435,0.06707072170618125
7,0.04354466047835813,1.0301311208696646,1.1657659925916792,-0.027874354816014697,-0.016141788571884946
8,0.04315607651421672,1.05,1.1598435704285075,-0.011894145412380288,0.015522801246694903
9,0.043146357413869886,1.05,1.158378627551742,-0.018386123328996393,0.001175987786547171
10,0.04314635728293535,1.05,1.1583653349802197,-0.018445946208641595,0.0010433683273783148
