step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.007343357533506791,0.9859529556973112,1.275833872032992,0.14621567565508786,0.24180656254646393
1,0.004344739289144397,0.9791699802474844,1.259498979952609,0.11121870500723696,0.18640882790107782
2,0.0013862576944586077,0.9687561545753711,1.2324624028909021,0.033155080101143236,0.05044648072589019
3,0.001231748378329539,0.9641906809078254,1.2225127808656902,-0.006646427691259078,-0.02371137438724314
4,0.0012011191588088524,0.964871459173608,1.2257378917004593,0.005610363071719474,-0.0005126619444126576
5,0.0011870880772479892,0.9617275181948698,1.2269321182577066,0.0038650596529956746,-0.003421190349036175
6,0.001068107100819667,0.9181707506693239,1.2474863543364476,-0.009637772940426186,-0.022493169391337234
7,0.0010175822836631617,0.9,1.2593893472596314,-0.005010128853286333,-0.011646727911050092
8,0.0010127840430410203,0.9,1.2623509738561847,0.005124212354023639,0.006168515518619749
9,0.0010102606355582879,0.9,1.261325512728285,0.001661264038624056,0.00010188957731839532
10,0.0010102555718674746,0.9,1.261308290008129,0.001602689794972307,-9.127661043935135e-07
