step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.026075704161781278,0.9846029508223455,1.2711061483636032,0.16523590861022514,0.28454752870202904
1,0.02185299203932856,0.9770812065829622,1.2520075440979983,0.12247303448865313,0.21653332570363315
2,0.01828275082091733,0.9682440091501331,1.2260723912778617,0.043261435963171085,0.07669577424983343
3,0.017939409063480467,0.9634246874268653,1.2118438791331028,-0.01722745787049454,-0.03893435723464947
4,0.017883472775108652,0.9647195814515515,1.2166754565286835,0.004438097350486203,0.0032296675487720247
5,0.017880811660872912,0.9643650446379222,1.2163512460762738,0.002511489785190269,-0.0004672889041202402
6,0.017879817112966708,0.9639068934888299,1.2163901326124904,0.0017455485318412975,-0.001909964900362977
7,0.017876888772120715,0.9613130241548364,1.2171614454690642,-0.0005224290281448589,-0.006064089721700049
8,0.017873506786471715,0.9555266294004711,1.2195208391192764,-0.003225996039635739,-0.01073534330157775
9,0.017870135058406195,0.9422118282210342,1.2258008328028593,-0.0064969712133308545,-0.015698712636853684
10,0.017869986696467388,0.9237757305743721,1.2355164268316017,-0.007736680791850605,-0.01626224562144721
11,0.017869027144429554,0.9196473186995151,1.238056752846352,-0.00667982213413085,-0.013920957389098956
12,0.01786870610672529,0.9159517228327608,1.2404421034232047,-0.005331897165513199,-0.011109136439533035
13,0.017868706120401943,0.9159517228327608,1.2404421034232047,-0.005331895211469038,-0.011109133046357942
