step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.01792971931154083,0.9852256025538084,1.2732859082746875,0.15578061147793176,0.2592310913645477
1,0.014401283261118754,0.9780525784040949,1.2557570388145332,0.11764283907240232,0.1996440884924629
2,0.011116658873286523,0.9683901823707572,1.229379786540424,0.039762827329893606,0.06486979997723778
3,0.010847716815578334,0.963372973953474,1.216732336998206,-0.012374103404183047,-0.03252534020182047
4,0.010805405652011126,0.9644653128821407,1.2210086782506961,0.005470653207301723,0.0013999861729051379
5,0.010802202948092365,0.9639472090933211,1.2209285849880198,0.004185279464475635,-0.0009717770074131691
6,0.010790629165251696,0.9612489298462189,1.2215094696858575,0.0009774928539722906,-0.006711765260895043
7,0.010768582354292244,0.9548981712048248,1.2239198523395873,-0.0029752741850385452,-0.01334815423410277
8,0.01072305336133154,0.9394338281380997,1.2311298025946487,-0.008239603873552968,-0.02104699696496225
9,0.01066836164828237,0.917718308210659,1.2428185614510385,-0.010896839162457862,-0.02276634986143177
10,0.010623365847438084,0.9,1.255127477034078,-0.003664830847843269,-0.0073686939934108795
11,0.010623037420260236,0.9,1.2553908946152426,-0.002702733768291055,-0.005669661874797431
12,0.010622994943638277,0.9,1.2555612741210764,-0.0020823709517178977,-0.00457499489265718
13,0.010622994943378029,0.9,1.2555612757793189,-0.002082364887103124,-0.004574984195129698
