step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.04490437527115618,0.9802265200544268,1.2557969732668077,0.2400632423158,0.4329751739546557
1,0.03499264222892836,0.9695649806009681,1.225306498694515,0.16149352546573859,0.31251093514915407
2,0.029238318006708945,0.96185125963893,1.193582105250701,0.02502534223428191,0.06334183529286322
3,0.029106599375397786,0.96082239652146,1.1853061483523009,-0.025492696549442917,-0.03763930004034926
4,0.029066366259279833,0.9616076694501898,1.1882577815540027,-0.005100200850450556,0.003524033380879469
5,0.029055321602135815,0.9633719255185188,1.1866067829589741,-0.009431314818288773,-0.0055265030596595
6,0.02903262351675741,0.9687909336806445,1.183183190582992,-0.013152622428852578,-0.014100772704738357
7,0.028968808274195814,0.9917835581137178,1.1705218791067604,-0.01911473550332948,-0.030944078355439716
8,0.028918665844280437,1.0146381577672987,1.1595996153074724,-0.016660627787491316,-0.030204318805794973
9,0.028873405010752543,1.0381342977358081,1.1504214732927551,-0.0033979826043512504,-0.0056232289404040455
10,0.028873274516228353,1.0402392608148818,1.1495278593736367,-0.002742698996624872,-0.00452738008334504
11,0.02887327451761705,1.0402392608148818,1.1495278593736367,-0.0027426990202579545,-0.004527380131616095
