step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.033507396992699126,0.9829869455410116,1.2654550163677722,0.20171874107687549,0.3300079748628597
1,0.027471285430008194,0.9730294148946378,1.2413748475181752,0.14987484236268453,0.24777832839941477
2,0.022843702131341247,0.9600377727695398,1.2081932950894776,0.03375702666267981,0.03675514793590871
3,0.022797308379294515,0.9559199140451784,1.2026015145332234,0.0007690679389794762,-0.027511101357791976
4,0.02275362625291646,0.9558733945500062,1.204969844930451,0.011305285430807346,-0.006650234361788362
5,0.022726929918276323,0.9541033613395338,1.2066440477926195,0.014617130933423754,9.689679774566896e-05
6,0.022552464032906276,0.9362452132859688,1.219220357279981,0.028290291557429504,0.02852823659445476
7,0.02242922516243388,0.9,1.24444422355921,0.050773831879111206,0.07253018790525546
8,0.02230062062100584,0.9,1.2413342388626372,0.038713900753615166,0.05093226472426103
9,0.022202514744539274,0.9,1.234000266863254,0.007677320795884671,-0.005793213763802638
10,0.022198176867480515,0.9,1.2347492648208314,0.011028317564359964,0.0004067632715863325
11,0.022198176531631527,0.9,1.23474924729318,0.01102818602249307,0.0004065258786143753
