step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.01843762846077358,1.0137327837179386,1.2773867899560027,0.019472033527870553,0.041265955966944545
1,0.017485918540251163,0.9988130465583032,1.2462201207933428,0.014920259933416773,0.036187879241148815
2,0.01658673752352145,0.9886671063428175,1.197511113398546,0.0011295782751524182,0.015560321162620632
3,0.016487020828270308,0.9911027638227309,1.1822891997823843,-0.006161039265432445,0.002125711382935037
4,0.016433149658304676,0.9995313473306827,1.1741897345232806,-0.009587514319668056,-0.0048820381829781465
5,0.016188468728084222,1.0455597680282254,1.1457950980062688,-0.013334149372153745,-0.014471691067728745
6,0.016114472019838202,1.05,1.1482822867999567,-0.008482269490187617,-0.004535751186067317
7,0.016106957059395258,1.05,1.150380230114647,-0.007108382896294409,-0.0015820752236082253
8,0.01610472514734562,1.05,1.1515039499068287,-0.006774468220311123,-0.0008969109973141205
9,0.016103751808400773,1.05,1.1529749499982354,-0.006078008325817024,0.0007839757042355385
10,0.01610375182081321,1.05,1.1529749499982354,-0.006078008346261186,0.0007839756681160162
