step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.007337443334542278,0.9836909740074856,1.225089677643591,0.053858265730367935,0.09665186509342223
1,0.00660826290805124,0.9722603447887725,1.2024104985078978,-0.033907262553647816,-0.06205294621283331
2,0.006398857640520499,0.9766739866127867,1.2112793261836607,0.011632761636628873,0.024256507835371952
3,0.00637780461299093,0.9755502267265639,1.2087848882189272,-0.0015161495633475514,-0.0006038655401310582
4,0.006377749666391667,0.9756887606680913,1.2088407410684963,-0.0005929301674363339,0.001126308566598868
5,0.00636448163052774,0.9876150648310249,1.2034217746068485,0.0010487118453502396,0.003429562475487087
6,0.006356307736798818,0.9992398585438519,1.19777484088717,0.0031053781397232904,0.007169416915571432
7,0.006348901572813526,1.013451085173568,1.1904750107817912,0.005376043561894496,0.010184611843111691
8,0.006345383401830412,1.0130254297675567,1.190114265855074,0.0019721365121791005,0.0032329447525662643
9,0.006345134532700612,1.011059416013701,1.1910119881836798,0.001366505103211119,0.00233723661395149
10,0.006345115607610614,1.0085186932783121,1.1920730069653698,-2.2785886682476783e-05,8.844187140117418e-05
11,0.006344904173041768,1.0091578588906733,1.1917456067338648,0.0004272784733821834,0.0007705561394645288
12,0.006344817168544408,1.0093012911276527,1.191620444146619,8.191153991809379e-06,-1.059087639216933e-05
13,0.006344817167837979,1.0093012847145102,1.1916204477395747,8.191062904427601e-06,-1.0591077466412524e-05
