step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.010600512502987137,0.9803515806194705,1.216701618080559,0.021100877727716627,0.03197144814755109
1,0.010397965916051164,0.9745844383318978,1.2075236079197222,0.0024273824682699723,-0.002214368664219043
2,0.010388357090167425,0.9710867318185249,1.2103591872661508,0.004302484317352063,0.0010566893798920726
3,0.010309994771712405,0.9250272076893409,1.2404469443082284,0.010866848597458536,0.013606739646316653
4,0.010247472939341582,0.9,1.2541666609986748,0.009451937486292077,0.011375628673354881
5,0.010224232507329829,0.9,1.2514505271245175,0.0055604246598485564,0.004561347566010824
6,0.01021633124864267,0.9,1.2496323998062162,0.003202322342300273,0.0009774616354022662
7,0.010214974754609495,0.9,1.2491365275222412,0.002711237139240846,6.265360748905968e-05
8,0.010213489081087695,0.9,1.2484233375234268,0.002128483104763982,-0.0008637504825359473
9,0.010213489081099102,0.9,1.2484233375234268,0.002128483101198737,-0.0008637504880037988
